protein1_uniprot,protein2_uniprot,interaction_type
P62308,P62314,0
P62308,P62316,0
P62509,Q15788,0
P62794,P62801,0
P62794,P84229,0
P62796,P62801,0
P62796,P84229,0
P62799,Q9YPA9,0
P62801,P84234,0
P62801,P84236,0
P62801,Q7KQD1,0
P62805,Q9BQA1,0
P62825,P62828,0
P62871,P21279,0
P62877,Q13309,0
P62877,Q13309,0
P62877,Q15843,0
P62877,Q16531,0
P62993,P62994,0
P63017,Q3TB63,0
P63027,P63045,0
P63041,Q9GM34,0
P63045,Q9N0Y0,0
P63096,Q3LRD4,0
P63098,P63100,0
P63212,P21279,0
P64093,P64094,0
P68108,Q69EZ8,0
P68135,P02604,0
P68135,P02605,0
P68135,P02609,0
P68370,Q2HJ86,0
P68433,Q8BX09,0
P68433,Q9D2U9,0
P68530,P00428,0
P68530,P00430,0
P68530,P07470,0
P68530,P07471,0
P68530,P10175,0
P68871,P68873,0
P68871,Q8NW39,0
P70195,Q9R1P0,0
P70195,Q9R1P3,0
P70195,Q9Z2U0,0
P70195,Q9Z2U1,0
P70365,Q15788,0
P72391,Q5SKH9,0
P80592,Q8IFK4,0
P83791,P83796,0
P83791,P83796,0
P83794,P83796,0
P83794,P83796,0
P83794,P83797,0
P83794,P83797,0
P83795,P83797,0
P83795,P83797,0
P84229,Q16778,0
P84229,Q7KQD1,0
P84233,Q9D2U9,0
P84233,Q9YPA9,0
P84234,Q16778,0
P87123,Q09191,0
P87123,Q92399,0
P87262,Q02326,0
P87262,Q02753,0
P87262,Q12690,0
P87677,Q0QEE1,0
P87677,Q3YMP3,0
P87677,Q65095,0
P87677,Q6PMU9,0
P87677,Q84771,0
P88961,Q76RF1,0
P92506,Q33862,0
P95989,Q97ZJ9,0
P95989,Q980A3,0
P95989,Q980B8,0
P95989,Q980L5,0
P95989,Q980Q9,0
P95989,Q980R2,0
P95989,Q9UXD9,0
P99026,Q9QUM9,0
P99026,Q9R1P0,0
P99026,Q9R1P1,0
P99026,Q9R1P3,0
P99026,Q9Z2U0,0
P99026,Q9Z2U1,0
PSBZ_SYNEL,Q8CM25,0
PSBZ_SYNEL,Q8DHA7,0
PSBZ_SYNEL,Q8DIF8,0
PSBZ_SYNEL,Q8DIN8,0
PSBZ_SYNEL,Q8DIN9,0
PSBZ_SYNEL,Q8DIP0,0
PSBZ_SYNEL,Q8DIQ0,0
PSBZ_SYNEL,Q8DIQ1,0
PSBZ_SYNEL,Q8DJ43,0
PSBZ_SYNEL,Q8DJZ6,0
PSBZ_SYNEL,Q9F1L5,0
PSBZ_SYNEL,Q9F1R6,0
Q00457,Q00460,0
Q00457,Q6Q8Q6,0
Q00460,Q6Q8Q6,0
Q00471,P50369,0
Q00471,Q42496,0
Q00471,Q42496,0
Q01667,P05310,0
Q01667,P05311,0
Q01667,P10793,0
Q01667,P12353,0
Q01667,P12355,0
Q01667,P12357,0
Q01667,P17227,0
Q01667,P17230,0
Q01667,P22179,0
Q01667,Q0WR83,0
Q01667,Q41038,0
Q01667,Q41038,0
Q01667,Q41385,0
Q01667,Q41385,0
Q01667,Q84U30,0
Q01667,Q84U30,0
Q01667,Q9S831,0
Q01667,Q9S831,0
Q01667,Q9SQL2,0
Q01667,Q9SY97,0
Q01855,Q08745,0
Q01855,Q3E792,0
Q01855,Q3E7X9,0
Q02061,Q09191,0
Q02061,Q92399,0
Q02326,Q02753,0
Q02326,Q12690,0
Q02753,Q12690,0
Q03736,Q8KRK5,0
Q03736,Q8KRK5,0
Q04637,Q32Q75,0
Q04637,Q6EVI3,0
Q04KN9,Q97QZ1,0
Q06259,Q71T67,0
Q06265,Q5RKV6,0
Q06265,Q5RKV6,0
Q06265,Q9Y3B2,0
Q06265,Q9Y3B2,0
Q07717,Q9Q0U7,0
Q08209,Q5F2G0,0
Q08362,P50369,0
Q08603,P37727,0
Q08745,Q3E792,0
Q08745,Q3E7X9,0
Q09191,Q92399,0
Q0H3F4,Q54944,0
Q0QEE1,Q65095,0
Q0QF01,A5GZW8,0
Q0TCQ9,Q32BD3,0
Q0WR83,P05310,0
Q0WR83,P05311,0
Q0WR83,P10793,0
Q0WR83,P12353,0
Q0WR83,P12355,0
Q0WR83,P12357,0
Q0WR83,P17227,0
Q0WR83,P17230,0
Q0WR83,P22179,0
Q0WR83,Q41385,0
Q0WR83,Q9S831,0
Q0WR83,Q9SQL2,0
Q13042,Q6YDN7,0
Q13291,P06241,0
Q14653,P05412,0
Q148J6,Q3T035,0
Q15019,Q16181,0
Q15019,Q16181,0
Q15024,Q96B26,0
Q15024,Q9NQT4,0
Q15370,Q16665,0
Q15370,Q16665,0
Q15596,Q5RIG3,0
Q15596,Q8BN74,0
Q15819,Q96FW1,0
Q16531,P62877,0
Q16938,Q5JVE8,0
Q16940,Q5JVE8,0
Q2TBP0,Q32KL2,0
Q2TBP0,Q32KL2,0
Q2TBP0,Q3T0X5,0
Q2TBP0,Q3ZBG0,0
Q2TBP0,Q3ZCK9,0
Q2TBP0,Q58DU5,0
Q2TBP0,Q5E987,0
Q2TBP0,Q5E9K0,0
Q2TBP0,Q5E9K0,0
Q2TBX6,Q2YDE4,0
Q2TBX6,Q2YDE4,0
Q2TBX6,Q3MHN0,0
Q2TBX6,Q3MHN0,0
Q2TBX6,Q3T0Y5,0
Q2TBX6,Q3T0Y5,0
Q2TBX6,Q3ZBG0,0
Q2TBX6,Q3ZBG0,0
Q2TBX6,Q3ZCK9,0
Q2TBX6,Q3ZCK9,0
Q2TBX6,Q58DU5,0
Q2TBX6,Q58DU5,0
Q2TBX6,Q5E9K0,0
Q2TBX6,Q5E9K0,0
Q2YDE4,P33672,0
Q2YDE4,Q32KL2,0
Q2YDE4,Q32KL2,0
Q2YDE4,Q3T0X5,0
Q2YDE4,Q3T0X5,0
Q2YDE4,Q3T108,0
Q2YDE4,Q3ZBG0,0
Q2YDE4,Q3ZBG0,0
Q2YDE4,Q5E987,0
Q2YDE4,Q5E987,0
Q2YDE4,Q5E9K0,0
Q2YDE4,Q5E9K0,0
Q32904,Q41038,0
Q32904,Q9SQL2,0
Q32KL2,Q3MHN0,0
Q32KL2,Q3T0X5,0
Q32KL2,Q3T0Y5,0
Q32KL2,Q3T108,0
Q32KL2,Q3ZCK9,0
Q32KL2,Q58DU5,0
Q38087,Q7Y265,0
Q38784,Q38789,0
Q39255,Q9LMA8,0
Q3E792,Q3E7X9,0
Q3JP15,Q63R49,0
Q3MHN0,P33672,0
Q3MHN0,Q32KL2,0
Q3MHN0,Q3T0X5,0
Q3MHN0,Q3T0Y5,0
Q3MHN0,Q3ZBG0,0
Q3MHN0,Q3ZCK9,0
Q3MHN0,Q5E987,0
Q3MHN0,Q5E9K0,0
Q3MHN0,Q5E9K0,0
Q3MHR7,Q3SYX9,0
Q3MHR7,Q3SYX9,0
Q3MHR7,Q3T035,0
Q3MHR7,Q3T035,0
Q3SYX9,Q3T035,0
Q3T035,Q148J6,0
Q3T035,Q3SYX9,0
Q3T035,Q58CQ2,0
Q3T0B3,Q8N684,0
Q3T0X5,P33672,0
Q3T0X5,Q2TBP0,0
Q3T0X5,Q32KL2,0
Q3T0X5,Q3MHN0,0
Q3T0X5,Q3ZBG0,0
Q3T0X5,Q5E9K0,0
Q3T0X5,Q5E9K0,0
Q3T0Y5,Q32KL2,0
Q3T0Y5,Q3MHN0,0
Q3T0Y5,Q3T108,0
Q3T0Y5,Q5E9K0,0
Q3T0Y5,Q5E9K0,0
Q3T108,P33672,0
Q3T108,Q2YDE4,0
Q3T108,Q32KL2,0
Q3T108,Q3T0Y5,0
Q3T108,Q3ZBG0,0
Q3T108,Q3ZBG0,0
Q3T108,Q3ZCK9,0
Q3T108,Q3ZCK9,0
Q3T108,Q5E987,0
Q3T108,Q5E987,0
Q3T108,Q5E9K0,0
Q3T108,Q5E9K0,0
Q3UDA2,Q62871,0
Q3YMP3,Q6PMU9,0
Q3YMP3,Q84771,0
Q3ZBG0,P33672,0
Q3ZBG0,Q2TBP0,0
Q3ZBG0,Q3MHN0,0
Q3ZBG0,Q3T0X5,0
Q3ZBG0,Q58DU5,0
Q3ZBG0,Q58DU5,0
Q3ZCK9,Q2TBP0,0
Q3ZCK9,Q32KL2,0
Q3ZCK9,Q3MHN0,0
Q3ZDQ7,Q3ZDR0,0
Q3ZDR0,Q3ZDQ7,0
Q41038,P05310,0
Q41038,P05311,0
Q41038,P10793,0
Q41038,P12353,0
Q41038,P12355,0
Q41038,P12357,0
Q41038,P17227,0
Q41038,P17230,0
Q41038,P22179,0
Q41038,Q0WR83,0
Q41038,Q41385,0
Q41038,Q41385,0
Q41038,Q84U30,0
Q41038,Q9S831,0
Q41038,Q9S831,0
Q41038,Q9SQL2,0
Q41038,Q9SQL2,0
Q41038,Q9SY97,0
Q41385,Q84U30,0
Q41385,Q84U30,0
Q41385,Q9S831,0
Q41385,Q9SQL2,0
Q41385,Q9SY97,0
Q50LE9,Q50LF2,0
Q50LF2,Q50LE9,0
Q51918,P13664,0
Q53IP9,Q6KC56,0
Q54181,Q9JPT2,0
Q55781,P07591,0
Q56218,Q56221,0
Q56218,Q56222,0
Q56218,Q56223,0
Q56218,Q5SKZ7,0
Q56218,Q5SKZ7,0
Q56219,Q56221,0
Q56219,Q56222,0
Q56219,Q5SKZ7,0
Q56219,Q5SKZ7,0
Q56220,Q56221,0
Q56220,Q56222,0
Q56221,Q56218,0
Q56221,Q56219,0
Q56221,Q56220,0
Q56221,Q56224,0
Q56221,Q56224,0
Q56222,Q56218,0
Q56222,Q56219,0
Q56222,Q56220,0
Q56222,Q56224,0
Q56222,Q56224,0
Q56223,Q56218,0
Q56310,Q7DFA3,0
Q569B4,P0A333,0
Q58CQ2,Q3T035,0
Q58DU5,P33672,0
Q58DU5,Q2TBP0,0
Q58DU5,Q32KL2,0
Q58DU5,Q5E9K0,0
Q58DU5,Q5E9K0,0
Q5E987,P33672,0
Q5E987,Q2TBP0,0
Q5E987,Q3MHN0,0
Q5E987,Q5E9K0,0
Q5E987,Q5E9K0,0
Q5GIG0,Q5GIG3,0
Q5GIG0,Q5GIG4,0
Q5GIG3,Q5GIG4,0
Q5HF73,Q6GG06,0
Q5N0E8,Q7X386,0
Q5P5I0,Q5P5I2,0
Q5P5I0,Q5P5I2,0
Q5QGG3,Q6V7J5,0
Q5QGH9,Q6V7J5,0
Q5QM99,Q69UI1,0
Q5R1D3,P01887,0
Q5R1F1,P01887,0
Q5RAQ7,Q6YDN7,0
Q5RAQ7,Q7Z651,0
Q5RAQ7,Q8NHZ8,0
Q5RCA7,Q7Z6B0,0
Q5RIG3,Q61026,0
Q5RIG3,Q9TV98,0
Q5RKV6,Q9NPD3,0
Q5RKV6,Q9NQT4,0
Q5SH67,Q5SLI2,0
Q5SHR6,Q5SKW1,0
Q5SJ76,Q5SLQ0,0
Q5SKW1,Q72I32,0
Q5SKW1,Q8RQE7,0
Q5SKW1,Q9Z9H6,0
Q5XLD9,P61010,0
Q5XLD9,Q5RBR1,0
Q5Y189,Q6TPE9,0
Q5Y7E9,A2NTY6,0
Q5Y7E9,P01552,0
Q5Y7E9,P01738,0
Q5Y7E9,P0A0L2,0
Q5ZIS0,Q9YHT1,0
Q60692,Q9R1P0,0
Q60692,Q9R1P1,0
Q60692,Q9R1P3,0
Q60692,Q9Z2U0,0
Q60692,Q9Z2U1,0
Q61026,Q8BN74,0
Q61198,P01012,0
Q64329,P01012,0
Q69DB9,Q9Y294,0
Q6G8J7,Q9NZD4,0
Q6G9Q9,Q99UG9,0
Q6IV62,Q6IV65,0
Q6NXU4,O60814,0
Q6PMU9,Q84771,0
Q6Q8Q6,Q6Q8Q7,0
Q6S3H8,Q6S3H9,0
Q6S3I0,Q6S3H9,0
Q6V7J5,Q89490,0
Q6V7J5,Q9WH73,0
Q6VAC1,Q9UBK2,0
Q6YDN7,Q8NHZ8,0
Q71CG2,Q71CG3,0
Q71CG2,Q71CG4,0
Q71CG2,Q71CG5,0
Q71CG3,Q71CG2,0
Q71CG3,Q71CG4,0
Q71CG3,Q71CG4,0
Q71CG4,Q71CG5,0
Q71CG5,Q71CG2,0
Q71LY2,Q7T7N6,0
Q71LY2,Q8QWG1,0
Q71T67,Q79A04,0
Q72AS3,Q72AS4,0
Q72I32,Q8RQE7,0
Q72I32,Q8RQE8,0
Q79ZY6,Q99R90,0
Q7AK38,Q9FBI2,0
Q7M413,Q7M419,0
Q7M419,Q7M413,0
Q7T7N6,Q8QWG1,0
Q7Y3F1,Q7Y3F3,0
Q807P2,Q9JAD8,0
Q80SI7,Q8K1F2,0
Q80SI7,Q8V5K2,0
Q84868,Q8QXN9,0
Q84868,Q9IZE6,0
Q84AQ1,Q84AQ3,0
Q84AQ1,Q84AQ3,0
Q84U30,Q9S831,0
Q84U30,Q9SQL2,0
Q84U30,Q9SY97,0
Q88487,Q88496,0
Q8C7W7,Q9H816,0
Q8CM25,Q8DHJ2,0
Q8CM25,Q8DHJ2,0
Q8CM25,Q8DJI1,0
Q8CM25,Q8DJZ6,0
Q8CM25,Q8DJZ6,0
Q8CM25,Q9F1K9,0
Q8CM25,Q9F1K9,0
Q8DGB4,P0A403,0
Q8DGB4,Q8DKP6,0
Q8DGB4,Q8DKP6,0
Q8DHA7,P0A386,0
Q8DHA7,P0A431,0
Q8DHA7,Q8DHJ2,0
Q8DHA7,Q8DHJ2,0
Q8DHA7,Q8DIF8,0
Q8DHA7,Q8DIN9,0
Q8DHA7,Q8DIP0,0
Q8DHA7,Q8DJ43,0
Q8DHA7,Q8DJI1,0
Q8DHA7,Q8DJZ6,0
Q8DHA7,Q9F1K9,0
Q8DHA7,Q9F1L5,0
Q8DHA7,Q9F1L5,0
Q8DHA7,Q9F1R6,0
Q8DHA7,Q9F1R6,0
Q8DHJ2,Q8DIN8,0
Q8DHJ2,Q8DIN9,0
Q8DHJ2,Q8DIP0,0
Q8DHJ2,Q8DIQ0,0
Q8DHJ2,Q8DIQ1,0
Q8DHJ2,Q8DJ43,0
Q8DHJ2,Q8DJZ6,0
Q8DHJ2,Q9F1L5,0
Q8DHJ2,Q9F1M3,0
Q8DHJ2,Q9F1R6,0
Q8DIF8,Q8DHA7,0
Q8DIF8,Q8DIN8,0
Q8DIF8,Q8DIN8,0
Q8DIF8,Q8DIN9,0
Q8DIF8,Q8DIP0,0
Q8DIF8,Q8DIP0,0
Q8DIF8,Q8DIQ0,0
Q8DIF8,Q8DIQ1,0
Q8DIF8,Q8DJ43,0
Q8DIF8,Q8DJ43,0
Q8DIF8,Q9F1R6,0
Q8DIF8,Q9F1R6,0
Q8DIN8,P0A386,0
Q8DIN8,P0A431,0
Q8DIN8,Q8DHJ2,0
Q8DIN8,Q8DIN9,0
Q8DIN8,Q8DIP0,0
Q8DIN8,Q8DJ43,0
Q8DIN8,Q8DJI1,0
Q8DIN8,Q8DJZ6,0
Q8DIN8,Q9F1K9,0
Q8DIN8,Q9F1L5,0
Q8DIN8,Q9F1L5,0
Q8DIN8,Q9F1R6,0
Q8DIN8,Q9F1R6,0
Q8DIN9,P0A386,0
Q8DIN9,P0A431,0
Q8DIN9,Q8DHA7,0
Q8DIN9,Q8DHJ2,0
Q8DIN9,Q8DIN8,0
Q8DIN9,Q8DIQ0,0
Q8DIN9,Q8DIQ0,0
Q8DIN9,Q8DIQ1,0
Q8DIN9,Q8DJ43,0
Q8DIN9,Q8DJ43,0
Q8DIN9,Q8DJI1,0
Q8DIN9,Q8DJZ6,0
Q8DIN9,Q8DJZ6,0
Q8DIN9,Q9F1K9,0
Q8DIN9,Q9F1K9,0
Q8DIN9,Q9F1L5,0
Q8DIN9,Q9F1L5,0
Q8DIN9,Q9F1M3,0
Q8DIP0,P0A431,0
Q8DIP0,Q8DHA7,0
Q8DIP0,Q8DHJ2,0
Q8DIP0,Q8DIN8,0
Q8DIP0,Q8DIQ0,0
Q8DIP0,Q8DIQ0,0
Q8DIP0,Q8DJI1,0
Q8DIP0,Q8DJZ6,0
Q8DIP0,Q8DJZ6,0
Q8DIP0,Q9F1K9,0
Q8DIP0,Q9F1K9,0
Q8DIP0,Q9F1L5,0
Q8DIP0,Q9F1L5,0
Q8DIP0,Q9F1R6,0
Q8DIP0,Q9F1R6,0
Q8DIQ0,P0A386,0
Q8DIQ0,Q8DHJ2,0
Q8DIQ0,Q8DJ43,0
Q8DIQ0,Q8DJI1,0
Q8DIQ0,Q8DJZ6,0
Q8DIQ0,Q9F1K9,0
Q8DIQ0,Q9F1L5,0
Q8DIQ0,Q9F1L5,0
Q8DIQ0,Q9F1R6,0
Q8DIQ0,Q9F1R6,0
Q8DIQ1,Q8DIN9,0
Q8DIQ1,Q8DIP0,0
Q8DIQ1,Q8DJI1,0
Q8DIQ1,Q8DJZ6,0
Q8DIQ1,Q9F1K9,0
Q8DIQ1,Q9F1K9,0
Q8DIQ1,Q9F1R6,0
Q8DJ43,P0A386,0
Q8DJ43,P0A431,0
Q8DJ43,P59087,0
Q8DJ43,Q8DHA7,0
Q8DJ43,Q8DHJ2,0
Q8DJ43,Q8DIN8,0
Q8DJ43,Q8DIQ0,0
Q8DJ43,Q8DJI1,0
Q8DJ43,Q8DJZ6,0
Q8DJ43,Q8DJZ6,0
Q8DJ43,Q9F1K9,0
Q8DJ43,Q9F1K9,0
Q8DJ43,Q9F1L5,0
Q8DJ43,Q9F1L5,0
Q8DJI1,Q8DJZ6,0
Q8DJI1,Q9F1L5,0
Q8DJI1,Q9F1R6,0
Q8DJZ6,P0A386,0
Q8DJZ6,P0A431,0
Q8DJZ6,P59087,0
Q8DJZ6,Q8DHA7,0
Q8DJZ6,Q8DHJ2,0
Q8DJZ6,Q8DIN8,0
Q8DJZ6,Q8DIQ0,0
Q8DJZ6,Q9F1K9,0
Q8DJZ6,Q9F1K9,0
Q8DJZ6,Q9F1L5,0
Q8DJZ6,Q9F1L5,0
Q8DJZ6,Q9F1M3,0
Q8DJZ6,Q9F1R6,0
Q8DJZ6,Q9F1R6,0
Q8IFK4,P80592,0
Q8IXK3,P63041,0
Q8K1F2,Q8V5K2,0
Q8L805,P09132,0
Q8L805,P61010,0
Q8L805,Q1WHN3,0
Q8L805,Q5RBR1,0
Q8L805,Q5XLD9,0
Q8N4S8,Q9UBK2,0
Q8N8S7,Q9Y615,0
Q8QXN9,Q9IZE6,0
Q8RQE7,Q9WX78,0
Q8RQE7,Q9Z9H6,0
Q8U029,Q8U160,0
Q8U029,Q8U1R4,0
Q8U029,Q8U1R4,0
Q8VGC3,Q6PKM7,0
Q8WUW1,Q9Y2A7,0
Q8YVQ2,Q93SX1,0
Q91B37,Q91B40,0
Q91B37,Q91B42,0
Q91B40,Q91B42,0
Q91X41,Q9Z0Y9,0
Q92558,Q9Y2A7,0
Q96B26,Q15024,0
Q96B26,Q9NPD3,0
Q97W02,Q97Z84,0
Q97Z84,Q980U8,0
Q97ZJ9,Q97ZX7,0
Q97ZJ9,Q980B8,0
Q97ZJ9,Q980K0,0
Q97ZJ9,Q980L5,0
Q97ZJ9,Q980Z8,0
Q97ZJ9,Q9UXD9,0
Q97ZX7,Q980A3,0
Q97ZX7,Q980B8,0
Q97ZX7,Q980K0,0
Q97ZX7,Q980L5,0
Q97ZX7,Q980Q9,0
Q97ZX7,Q980R2,0
Q97ZX7,Q9UXD9,0
Q980A3,Q980B8,0
Q980A3,Q980K0,0
Q980A3,Q980L5,0
Q980A3,Q980Q9,0
Q980A3,Q980Z8,0
Q980B8,Q980K0,0
Q980B8,Q980L5,0
Q980B8,Q980R1,0
Q980B8,Q980Z8,0
Q980B8,Q9UXD9,0
Q980K0,Q980L5,0
Q980K0,Q980Q9,0
Q980K0,Q980Z8,0
Q980K0,Q9UXD9,0
Q980L5,Q980Q9,0
Q980L5,Q980R1,0
Q980L5,Q980Z8,0
Q980L5,Q9UXD9,0
Q980Q9,Q980R1,0
Q980Q9,Q980Z8,0
Q980Q9,Q9UXD9,0
Q980R2,Q980Z8,0
Q980R2,Q9UXD9,0
Q980U8,Q97Z84,0
Q980Z8,Q9UXD9,0
Q99D37,Q9Q6P4,0
Q9D2U9,P02281,0
Q9EVV4,Q9EZJ8,0
Q9EZJ8,Q9KWU6,0
Q9EZJ8,Q9KWU8,0
Q9F1K9,P0A386,0
Q9F1K9,P0A431,0
Q9F1K9,Q8DHA7,0
Q9F1K9,Q8DIN8,0
Q9F1K9,Q8DIQ0,0
Q9F1K9,Q9F1L5,0
Q9F1K9,Q9F1L5,0
Q9F1K9,Q9F1M3,0
Q9F1K9,Q9F1R6,0
Q9F1K9,Q9F1R6,0
Q9F1L5,Q8DHJ2,0
Q9F1L5,Q9F1R6,0
Q9F1L5,Q9F1R6,0
Q9F1R6,Q8DHJ2,0
Q9MY13,P01552,0
Q9NPD3,Q5RKV6,0
Q9NPD3,Q96B26,0
Q9NPD3,Q9NQT4,0
Q9NPD3,Q9NQT4,0
Q9NQB7,O00512,0
Q9NQT4,Q15024,0
Q9NQT4,Q5RKV6,0
Q9P6Q0,Q9US45,0
Q9QUM9,Q9R1P1,0
Q9QUM9,Q9R1P3,0
Q9QUM9,Q9Z2U0,0
Q9QUM9,Q9Z2U1,0
Q9R1P1,Q9Z2U0,0
Q9R1P1,Q9Z2U1,0
Q9R1P3,Q9Z2U1,0
Q9S831,P12357,0
Q9S831,P17227,0
Q9S831,P17230,0
Q9S831,P22179,0
Q9S831,Q41385,0
Q9S831,Q84U30,0
Q9S831,Q9SQL2,0
Q9S831,Q9SY97,0
Q9SQL2,P05310,0
Q9SQL2,P05311,0
Q9SQL2,P10793,0
Q9SQL2,P12353,0
Q9SQL2,P12355,0
Q9SQL2,P12357,0
Q9SQL2,P17227,0
Q9SQL2,P17230,0
Q9SQL2,P22179,0
Q9SQL2,Q41385,0
Q9SQL2,Q84U30,0
Q9SQL2,Q9S831,0
Q9SQL2,Q9SY97,0
Q9TUM0,P06996,0
Q9UC78,P00742,0
Q9UKL0,Q6NXU4,0
Q9UKL1,Q9WUD1,0
Q9WUF4,O88384,0
Q9WX78,Q9Z9H6,0
Q9XJR1,Q9XJR3,0
Q9XJR3,Q9XJR6,0
Q9YHT1,Q5ZIS0,0
P23511,Q92624,1
Q92934,P31947,1
Q92934,Q01844,1
P14209,Q9UMX0,1
Q9Y6D9,Q9Y6D9,1
Q9Y6D9,Q9Y2I6,1
Q9Y6D9,Q9Y2J4,1
Q9Y6D9,Q8IYF3,1
Q9Y6D9,Q14134,1
Q9Y6D9,Q9UGJ1,1
Q9Y6D9,Q15233,1
Q9Y6D9,Q13257,1
Q9Y6D9,Q96AQ9,1
Q14847,Q15645,1
Q14847,Q99750,1
Q14847,Q13643,1
Q14847,O15162,1
O75800,Q9Y3Q8,1
O14641,O14641,1
O14641,O14978,1
O14641,P26368,1
O14641,Q9BXS5,1
O14641,Q9UNA4,1
O14641,P45974,1
O14641,O43395,1
O14641,P36575,1
O14641,O60504,1
O14641,Q9H0I2,1
O14641,Q12933,1
O14641,Q9BQY4,1
O14641,Q9NVV9,1
O14641,Q8N4T4,1
O14641,Q8TBE0,1
O14641,Q8N5R6,1
O14641,Q96CG3,1
O14641,Q8N684,1
O14641,O95817,1
O14641,Q96BN8,1
O14641,Q93062,1
O14641,Q96H20,1
O14641,Q96BR9,1
O14641,Q96CW1,1
O14641,Q7Z7J5,1
O14641,Q8TAD8,1
O14641,P61457,1
O14641,Q8WTU0,1
O14641,Q96EZ8,1
O14641,P15622,1
O14641,P49910,1
O14641,Q15287,1
O14641,Q8IYF1,1
O14641,P49674,1
O14641,Q5U045,1
Q6FI81,O76003,1
Q7L5A3,Q15834,1
Q96EN9,Q99750,1
P63010,Q9BXS5,1
P63010,P40692,1
P63010,Q96C10,1
P63010,Q16626,1
P63010,Q9H4K1,1
P63010,Q9Y6Q5,1
P63010,Q9NVV9,1
P63010,O75348,1
P63010,Q9UGJ1,1
P63010,Q7Z3B4,1
P63010,Q9NVZ3,1
P63010,Q5SW96,1
P63010,Q96CW1,1
P63010,Q9NYB0,1
P63010,Q5VWP2,1
P63010,Q6ZU52,1
P63010,Q96HA1,1
O14978,Q9NWS9,1
O14978,Q9NZD8,1
O14978,Q9UMX1,1
O14978,Q9Y5B8,1
O14978,Q8WV44,1
O14978,P57086,1
O14978,O95967,1
O14978,Q9H8W4,1
O75865,O43617,1
O75865,O43281,1
O75865,O60232,1
O75865,O95073,1
P42679,Q01844,1
Q99594,Q9GZV5,1
Q99594,P56545,1
O95544,Q8TBB1,1
O95544,O76003,1
O95544,Q6ZVK8,1
O43739,Q9P1Z2,1
O43739,Q969H4,1
Q16526,Q99750,1
Q16526,Q13191,1
Q16526,Q12933,1
Q16526,O15162,1
Q16526,Q9BQ66,1
Q9NP79,Q7Z6G3,1
Q9NP79,Q9UI14,1
Q9NP79,Q05516,1
Q9NP79,Q53G59,1
Q9NP79,P11802,1
Q9NP79,Q9NS73,1
Q9NP79,P49247,1
Q9NP79,P35520,1
Q9NP79,Q7Z7J5,1
Q9NP79,O60232,1
Q9NP79,Q8WZ19,1
Q9NP79,P43364,1
Q9NP79,Q14596,1
Q0D2I5,Q15027,1
Q0D2I5,Q13426,1
Q0D2I5,Q96D59,1
Q9BT04,Q9BU20,1
Q14241,Q9Y2I6,1
P26599,P26599,1
P26599,P09012,1
P26599,Q13137,1
Q9Y2Y4,Q9BQY4,1
P07992,Q96S82,1
Q9P1Z2,O14777,1
Q9P1Z2,P53672,1
Q9P1Z2,P19012,1
Q9P1Z2,P15407,1
P43686,P62195,1
P43686,O75832,1
P16444,Q96EK5,1
P43243,P61978,1
Q8IVD9,P63279,1
Q15311,Q96ED9,1
Q15311,P11234,1
Q9GZV5,Q15561,1
Q9NTW7,Q5JR59,1
Q9NTW7,Q9BUH8,1
Q9H4E7,Q9BUH8,1
P08670,Q9HD26,1
P08670,O14639,1
P08670,O00151,1
P08670,Q9H4K1,1
P08670,P25786,1
P08670,P14136,1
P08670,O95251,1
P08670,Q9UGJ1,1
P08670,Q9BT92,1
P08670,Q96GX9,1
P08670,Q53TS8,1
P08670,O95990,1
P08670,P35900,1
P08670,Q9BVI4,1
P08670,Q6ZU52,1
P08670,Q9GZT8,1
Q16611,Q07817,1
P28799,Q96AQ9,1
P56589,P40855,1
P60520,Q9GZZ9,1
P60520,Q9BXK5,1
P60520,Q9UH92,1
P60520,Q92609,1
P60520,Q13137,1
P60520,Q13501,1
Q96HL8,P14136,1
P18206,Q15654,1
P18206,Q0VDD7,1
P18206,Q9NYB9,1
O75604,Q96ED9,1
O75604,Q12933,1
O75604,Q7L4P6,1
O75604,P19012,1
O75604,Q15834,1
O75604,Q9BUH8,1
Q9BV20,Q9BV20,1
Q9UBP6,P57081,1
O94993,Q13145,1
O94993,Q12933,1
O94993,O95989,1
Q96T60,O94972,1
Q96T60,Q9NP98,1
Q96T60,P43364,1
Q96T60,Q9BQ66,1
Q96GG9,Q15038,1
Q96GG9,Q9HCM9,1
Q13094,O75791,1
Q9Y2I8,Q01844,1
Q9NRF8,Q9NRF8,1
Q9NRF8,Q9NZD8,1
Q96EV8,Q9P2A4,1
Q96EV8,P30281,1
Q96EV8,Q9BY27,1
Q96EV8,P53365,1
Q8TAP4,P07910,1
Q8TAP4,P52272,1
Q8TAP4,Q06547,1
Q8TAP4,Q9BQD3,1
Q8TAP4,Q13155,1
Q8TAP4,Q99750,1
Q8TAP4,Q8IXK0,1
Q8TAP4,Q8N187,1
Q8TAP4,Q5SW79,1
Q8TAP4,Q9NS73,1
Q8TAP4,Q96BR9,1
Q8TAP4,O43298,1
Q8TAP4,Q15834,1
Q8TAP4,Q86SE5,1
Q8TAP4,Q8HWS3,1
Q8TAP4,Q86U70,1
Q15836,Q12846,1
P45984,O43379,1
P45984,P24278,1
P45984,Q15427,1
P45984,Q9C0F1,1
Q8N612,Q9UI14,1
