protein1_pdb,protein2_pdb,protein1_uniprot,protein2_uniprot,interaction_type
5T6W,1SD1,P61769,Q13126,0
5T6W,5TC7,P61769,Q13126,0
5T6Y,1SD1,P61769,Q13126,0
5T6Y,5TC7,P61769,Q13126,0
5TXS,1SD1,P61769,Q13126,0
5TXS,5TC7,P61769,Q13126,0
5V5M,1SD1,P61769,Q13126,0
5V5M,5TC7,P61769,Q13126,0
5VUD,1SD1,P61769,Q13126,0
5VUD,5TC7,P61769,Q13126,0
5VUE,1SD1,P61769,Q13126,0
5VUE,5TC7,P61769,Q13126,0
5VWF,1SD1,P61769,Q13126,0
5VWF,5TC7,P61769,Q13126,0
5VWH,1SD1,P61769,Q13126,0
5VWH,5TC7,P61769,Q13126,0
5W67,1SD1,P61769,Q13126,0
5W67,5TC7,P61769,Q13126,0
5WMO,1SD1,P61769,Q13126,0
5WMO,5TC7,P61769,Q13126,0
5WMQ,1SD1,P61769,Q13126,0
5WMQ,5TC7,P61769,Q13126,0
5WXC,1SD1,P61769,Q13126,0
5WXC,5TC7,P61769,Q13126,0
6AT9,1SD1,P61769,Q13126,0
6AT9,5TC7,P61769,Q13126,0
6C15,1SD1,P61769,Q13126,0
6C15,5TC7,P61769,Q13126,0
6D2R,1SD1,P61769,Q13126,0
6D2R,5TC7,P61769,Q13126,0
6EI2,1SD1,P61769,Q13126,0
6EI2,5TC7,P61769,Q13126,0
6EWO,1SD1,P61769,Q13126,0
6EWO,5TC7,P61769,Q13126,0
6FGB,1SD1,P61769,Q13126,0
6FGB,5TC7,P61769,Q13126,0
6IEX,1SD1,P61769,Q13126,0
6IEX,5TC7,P61769,Q13126,0
6ILM,1SD1,P61769,Q13126,0
6ILM,5TC7,P61769,Q13126,0
6J2E,1SD1,P61769,Q13126,0
6J2E,5TC7,P61769,Q13126,0
6J2J,1SD1,P61769,Q13126,0
6J2J,5TC7,P61769,Q13126,0
6JP3,1SD1,P61769,Q13126,0
6JP3,5TC7,P61769,Q13126,0
6JTO,1SD1,P61769,Q13126,0
6JTO,5TC7,P61769,Q13126,0
6K7T,1SD1,P61769,Q13126,0
6K7T,5TC7,P61769,Q13126,0
6M2J,1SD1,P61769,Q13126,0
6M2J,5TC7,P61769,Q13126,0
6MT6,1SD1,P61769,Q13126,0
6MT6,5TC7,P61769,Q13126,0
6MTL,1SD1,P61769,Q13126,0
6MTL,5TC7,P61769,Q13126,0
6MTM,1SD1,P61769,Q13126,0
6MTM,5TC7,P61769,Q13126,0
6NUX,1SD1,P61769,Q13126,0
6NUX,5TC7,P61769,Q13126,0
6O4Z,1SD1,P61769,Q13126,0
6O4Z,5TC7,P61769,Q13126,0
6O51,1SD1,P61769,Q13126,0
6O51,5TC7,P61769,Q13126,0
6P27,1SD1,P61769,Q13126,0
6P27,5TC7,P61769,Q13126,0
6PYJ,1SD1,P61769,Q13126,0
6PYJ,5TC7,P61769,Q13126,0
6PYV,1SD1,P61769,Q13126,0
6PYV,5TC7,P61769,Q13126,0
6QIP,1SD1,P61769,Q13126,0
6QIP,5TC7,P61769,Q13126,0
6RPA,1SD1,P61769,Q13126,0
6RPA,5TC7,P61769,Q13126,0
6TDO,1SD1,P61769,Q13126,0
6TDO,5TC7,P61769,Q13126,0
6TDS,1SD1,P61769,Q13126,0
6TDS,5TC7,P61769,Q13126,0
6TRN,1SD1,P61769,Q13126,0
6TRN,5TC7,P61769,Q13126,0
6UJ8,1SD1,P61769,Q13126,0
6UJ8,5TC7,P61769,Q13126,0
6UJO,1SD1,P61769,Q13126,0
6UJO,5TC7,P61769,Q13126,0
6ULK,1SD1,P61769,Q13126,0
6ULK,5TC7,P61769,Q13126,0
6UZO,1SD1,P61769,Q13126,0
6UZO,5TC7,P61769,Q13126,0
6V2Q,1SD1,P61769,Q13126,0
6V2Q,5TC7,P61769,Q13126,0
6VB2,1SD1,P61769,Q13126,0
6VB2,5TC7,P61769,Q13126,0
6VB4,1SD1,P61769,Q13126,0
6VB4,5TC7,P61769,Q13126,0
6VB7,1SD1,P61769,Q13126,0
6VB7,5TC7,P61769,Q13126,0
6VIU,1SD1,P61769,Q13126,0
6VIU,5TC7,P61769,Q13126,0
6VQ2,1SD1,P61769,Q13126,0
6VQ2,5TC7,P61769,Q13126,0
6WNA,1SD1,P61769,Q13126,0
6WNA,5TC7,P61769,Q13126,0
6WZY,1SD1,P61769,Q13126,0
6WZY,5TC7,P61769,Q13126,0
6Y27,1SD1,P61769,Q13126,0
6Y27,5TC7,P61769,Q13126,0
6Y29,1SD1,P61769,Q13126,0
6Y29,5TC7,P61769,Q13126,0
6Y2A,1SD1,P61769,Q13126,0
6Y2A,5TC7,P61769,Q13126,0
6ZKW,1SD1,P61769,Q13126,0
6ZKW,5TC7,P61769,Q13126,0
7DUU,1SD1,P61769,Q13126,0
7DUU,5TC7,P61769,Q13126,0
7JWI,1SD1,P61769,Q13126,0
7JWI,5TC7,P61769,Q13126,0
7JYU,1SD1,P61769,Q13126,0
7JYU,5TC7,P61769,Q13126,0
7JYV,1SD1,P61769,Q13126,0
7JYV,5TC7,P61769,Q13126,0
7KGQ,1SD1,P61769,Q13126,0
7KGQ,5TC7,P61769,Q13126,0
7KGR,1SD1,P61769,Q13126,0
7KGR,5TC7,P61769,Q13126,0
7KP0,1SD1,P61769,Q13126,0
7KP0,5TC7,P61769,Q13126,0
7L1B,1SD1,P61769,Q13126,0
7L1B,5TC7,P61769,Q13126,0
7LFZ,1SD1,P61769,Q13126,0
7LFZ,5TC7,P61769,Q13126,0
7LG0,1SD1,P61769,Q13126,0
7LG0,5TC7,P61769,Q13126,0
7LG2,1SD1,P61769,Q13126,0
7LG2,5TC7,P61769,Q13126,0
7MJ7,1SD1,P61769,Q13126,0
7MJ7,5TC7,P61769,Q13126,0
7MJA,1SD1,P61769,Q13126,0
7MJA,5TC7,P61769,Q13126,0
7N1B,1SD1,P61769,Q13126,0
7N1B,5TC7,P61769,Q13126,0
7N5C,1SD1,P61769,Q13126,0
7N5C,5TC7,P61769,Q13126,0
7N5P,1SD1,P61769,Q13126,0
7N5P,5TC7,P61769,Q13126,0
7N5Q,1SD1,P61769,Q13126,0
7N5Q,5TC7,P61769,Q13126,0
7NUI,1SD1,P61769,Q13126,0
7NUI,5TC7,P61769,Q13126,0
7R7W,1SD1,P61769,Q13126,0
7R7W,5TC7,P61769,Q13126,0
7R7Y,1SD1,P61769,Q13126,0
7R7Y,5TC7,P61769,Q13126,0
7R80,1SD1,P61769,Q13126,0
7R80,5TC7,P61769,Q13126,0
7RTD,1SD1,P61769,Q13126,0
7RTD,5TC7,P61769,Q13126,0
7RYM,1SD1,P61769,Q13126,0
7RYM,5TC7,P61769,Q13126,0
7S7F,1SD1,P61769,Q13126,0
7S7F,5TC7,P61769,Q13126,0
7S8Q,1SD1,P61769,Q13126,0
7S8Q,5TC7,P61769,Q13126,0
7S8S,1SD1,P61769,Q13126,0
7S8S,5TC7,P61769,Q13126,0
7SIH,1SD1,P61769,Q13126,0
7SIH,5TC7,P61769,Q13126,0
7SIS,1SD1,P61769,Q13126,0
7SIS,5TC7,P61769,Q13126,0
7STF,1SD1,P61769,Q13126,0
7STF,5TC7,P61769,Q13126,0
7TLT,1SD1,P61769,Q13126,0
7TLT,5TC7,P61769,Q13126,0
7TUC,1SD1,P61769,Q13126,0
7TUC,5TC7,P61769,Q13126,0
7TUD,1SD1,P61769,Q13126,0
7TUD,5TC7,P61769,Q13126,0
7TUE,1SD1,P61769,Q13126,0
7TUE,5TC7,P61769,Q13126,0
7UM2,1SD1,P61769,Q13126,0
7UM2,5TC7,P61769,Q13126,0
7WKJ,1SD1,P61769,Q13126,0
7WKJ,5TC7,P61769,Q13126,0
7WT3,1SD1,P61769,Q13126,0
7WT3,5TC7,P61769,Q13126,0
7XF3,1SD1,P61769,Q13126,0
7XF3,5TC7,P61769,Q13126,0
8A7O,1SD1,P61769,Q13126,0
8A7O,5TC7,P61769,Q13126,0
8DV4,1SD1,P61769,Q13126,0
8DV4,5TC7,P61769,Q13126,0
8DVG,1SD1,P61769,Q13126,0
8DVG,5TC7,P61769,Q13126,0
8E2Z,1SD1,P61769,Q13126,0
8E2Z,5TC7,P61769,Q13126,0
8EC5,1SD1,P61769,Q13126,0
8EC5,5TC7,P61769,Q13126,0
8ESA,1SD1,P61769,Q13126,0
8ESA,5TC7,P61769,Q13126,0
8GLE,1SD1,P61769,Q13126,0
8GLE,5TC7,P61769,Q13126,0
8GLH,1SD1,P61769,Q13126,0
8GLH,5TC7,P61769,Q13126,0
8GOM,1SD1,P61769,Q13126,0
8GOM,5TC7,P61769,Q13126,0
8ISN,1SD1,P61769,Q13126,0
8ISN,5TC7,P61769,Q13126,0
8SBK,1SD1,P61769,Q13126,0
8SBK,5TC7,P61769,Q13126,0
1A1O,1B6E,P61769,Q13241,0
1AGB,1B6E,P61769,Q13241,0
1AKJ,1B6E,P61769,Q13241,0
1B0G,1B6E,P61769,Q13241,0
1CE6,1B6E,P61769,Q13241,0
1CG9,1B6E,P61769,Q13241,0
1EEZ,1B6E,P61769,Q13241,0
1EFX,1B6E,P61769,Q13241,0
1EXU,1B6E,P61769,Q13241,0
1HHG,1B6E,P61769,Q13241,0
1HHH,1B6E,P61769,Q13241,0
1HHJ,1B6E,P61769,Q13241,0
1HHK,1B6E,P61769,Q13241,0
1HSA,1B6E,P61769,Q13241,0
1HSB,1B6E,P61769,Q13241,0
1I4F,1B6E,P61769,Q13241,0
1I7U,1B6E,P61769,Q13241,0
1IM9,1B6E,P61769,Q13241,0
1KTL,1B6E,P61769,Q13241,0
1M05,1B6E,P61769,Q13241,0
1OF2,1B6E,P61769,Q13241,0
1P7Q,1B6E,P61769,Q13241,0
1QLF,1B6E,P61769,Q13241,0
1QR1,1B6E,P61769,Q13241,0
1QVO,1B6E,P61769,Q13241,0
1SYS,1B6E,P61769,Q13241,0
1SYV,1B6E,P61769,Q13241,0
1T1W,1B6E,P61769,Q13241,0
1T1Z,1B6E,P61769,Q13241,0
1T20,1B6E,P61769,Q13241,0
1T21,1B6E,P61769,Q13241,0
1TMC,1B6E,P61769,Q13241,0
1TVH,1B6E,P61769,Q13241,0
1UQS,1B6E,P61769,Q13241,0
1UXS,1B6E,P61769,Q13241,0
1VGK,1B6E,P61769,Q13241,0
1W0V,1B6E,P61769,Q13241,0
1W0W,1B6E,P61769,Q13241,0
1XR8,1B6E,P61769,Q13241,0
1XR9,1B6E,P61769,Q13241,0
1ZVS,1B6E,P61769,Q13241,0
2A83,1B6E,P61769,Q13241,0
2AV1,1B6E,P61769,Q13241,0
2AXG,1B6E,P61769,Q13241,0
2BSR,1B6E,P61769,Q13241,0
2BSS,1B6E,P61769,Q13241,0
2BVO,1B6E,P61769,Q13241,0
2BVP,1B6E,P61769,Q13241,0
2BVQ,1B6E,P61769,Q13241,0
2C7U,1B6E,P61769,Q13241,0
2CII,1B6E,P61769,Q13241,0
2CIK,1B6E,P61769,Q13241,0
2CLR,1B6E,P61769,Q13241,0
2F8O,1B6E,P61769,Q13241,0
2FZ3,1B6E,P61769,Q13241,0
2GTZ,1B6E,P61769,Q13241,0
2H26,1B6E,P61769,Q13241,0
2H6P,1B6E,P61769,Q13241,0
2HJL,1B6E,P61769,Q13241,0
2V2W,1B6E,P61769,Q13241,0
2XPG,1B6E,P61769,Q13241,0
2YPK,1B6E,P61769,Q13241,0
3AM8,1B6E,P61769,Q13241,0
3BGM,1B6E,P61769,Q13241,0
3BH8,1B6E,P61769,Q13241,0
3BH9,1B6E,P61769,Q13241,0
3BO8,1B6E,P61769,Q13241,0
3BP4,1B6E,P61769,Q13241,0
3BVN,1B6E,P61769,Q13241,0
3BW9,1B6E,P61769,Q13241,0
3CII,1B6E,P61769,Q13241,0
3CZF,1B6E,P61769,Q13241,0
3D18,1B6E,P61769,Q13241,0
3D25,1B6E,P61769,Q13241,0
3D2U,1B6E,P61769,Q13241,0
3D39,1B6E,P61769,Q13241,0
3D3V,1B6E,P61769,Q13241,0
3DBX,1B6E,P61769,Q13241,0
3DX6,1B6E,P61769,Q13241,0
3EKC,1B6E,P61769,Q13241,0
3FQU,1B6E,P61769,Q13241,0
3FQX,1B6E,P61769,Q13241,0
3FT3,1B6E,P61769,Q13241,0
3GIV,1B6E,P61769,Q13241,0
3GSW,1B6E,P61769,Q13241,0
3H7B,1B6E,P61769,Q13241,0
3I6G,1B6E,P61769,Q13241,0
3I6K,1B6E,P61769,Q13241,0
3I6L,1B6E,P61769,Q13241,0
3IB4,1B6E,P61769,Q13241,0
3JTS,1B6E,P61769,Q13241,0
3KLA,1B6E,P61769,Q13241,0
3KPL,1B6E,P61769,Q13241,0
3KPO,1B6E,P61769,Q13241,0
3KPQ,1B6E,P61769,Q13241,0
3KPS,1B6E,P61769,Q13241,0
3L3G,1B6E,P61769,Q13241,0
3LKP,1B6E,P61769,Q13241,0
3LKQ,1B6E,P61769,Q13241,0
3LKR,1B6E,P61769,Q13241,0
3LN4,1B6E,P61769,Q13241,0
3LOZ,1B6E,P61769,Q13241,0
3LV3,1B6E,P61769,Q13241,0
3M1B,1B6E,P61769,Q13241,0
3MR9,1B6E,P61769,Q13241,0
3MRB,1B6E,P61769,Q13241,0
3MRC,1B6E,P61769,Q13241,0
3MRD,1B6E,P61769,Q13241,0
3MRE,1B6E,P61769,Q13241,0
3MRF,1B6E,P61769,Q13241,0
3MRG,1B6E,P61769,Q13241,0
3MRI,1B6E,P61769,Q13241,0
3MRK,1B6E,P61769,Q13241,0
3MRM,1B6E,P61769,Q13241,0
3MRN,1B6E,P61769,Q13241,0
3MRP,1B6E,P61769,Q13241,0
3MRQ,1B6E,P61769,Q13241,0
3MRR,1B6E,P61769,Q13241,0
3MZT,1B6E,P61769,Q13241,0
3NFN,1B6E,P61769,Q13241,0
3OV6,1B6E,P61769,Q13241,0
3OXS,1B6E,P61769,Q13241,0
3QDA,1B6E,P61769,Q13241,0
3QZW,1B6E,P61769,Q13241,0
3RL1,1B6E,P61769,Q13241,0
3RWJ,1B6E,P61769,Q13241,0
3S6C,1B6E,P61769,Q13241,0
3SKM,1B6E,P61769,Q13241,0
3SKO,1B6E,P61769,Q13241,0
3SPV,1B6E,P61769,Q13241,0
3TID,1B6E,P61769,Q13241,0
3TO2,1B6E,P61769,Q13241,0
3VFP,1B6E,P61769,Q13241,0
3VFS,1B6E,P61769,Q13241,0
3VFT,1B6E,P61769,Q13241,0
3VFU,1B6E,P61769,Q13241,0
3VRJ,1B6E,P61769,Q13241,0
3VWJ,1B6E,P61769,Q13241,0
3VXN,1B6E,P61769,Q13241,0
3VXO,1B6E,P61769,Q13241,0
3VXR,1B6E,P61769,Q13241,0
3X12,1B6E,P61769,Q13241,0
3X13,1B6E,P61769,Q13241,0
3X14,1B6E,P61769,Q13241,0
4E5X,1B6E,P61769,Q13241,0
4F7P,1B6E,P61769,Q13241,0
4G8I,1B6E,P61769,Q13241,0
4GUP,1B6E,P61769,Q13241,0
4HX1,1B6E,P61769,Q13241,0
4I48,1B6E,P61769,Q13241,0
4I4W,1B6E,P61769,Q13241,0
4LNR,1B6E,P61769,Q13241,0
4N8V,1B6E,P61769,Q13241,0
4NNY,1B6E,P61769,Q13241,0
4NO0,1B6E,P61769,Q13241,0
4NO2,1B6E,P61769,Q13241,0
4O2C,1B6E,P61769,Q13241,0
4PRN,1B6E,P61769,Q13241,0
4QRR,1B6E,P61769,Q13241,0
4R9H,1B6E,P61769,Q13241,0
4RA3,1B6E,P61769,Q13241,0
4RMQ,1B6E,P61769,Q13241,0
4RMS,1B6E,P61769,Q13241,0
4RMV,1B6E,P61769,Q13241,0
4RMW,1B6E,P61769,Q13241,0
4U1M,1B6E,P61769,Q13241,0
4U1S,1B6E,P61769,Q13241,0
4U6X,1B6E,P61769,Q13241,0
4U6Y,1B6E,P61769,Q13241,0
4WU5,1B6E,P61769,Q13241,0
4X6F,1B6E,P61769,Q13241,0
5C0I,1B6E,P61769,Q13241,0
5CKA,1B6E,P61769,Q13241,0
5D9S,1B6E,P61769,Q13241,0
5DEF,1B6E,P61769,Q13241,0
5E00,1B6E,P61769,Q13241,0
5EU3,1B6E,P61769,Q13241,0
5EU6,1B6E,P61769,Q13241,0
5F9J,1B6E,P61769,Q13241,0
5FA4,1B6E,P61769,Q13241,0
5GRD,1B6E,P61769,Q13241,0
5GSR,1B6E,P61769,Q13241,0
5GSV,1B6E,P61769,Q13241,0
5HHP,1B6E,P61769,Q13241,0
5J1A,1B6E,P61769,Q13241,0
5KNM,1B6E,P61769,Q13241,0
5L2J,1B6E,P61769,Q13241,0
5N1Y,1B6E,P61769,Q13241,0
5NMH,1B6E,P61769,Q13241,0
5NMK,1B6E,P61769,Q13241,0
5SWQ,1B6E,P61769,Q13241,0
5T6W,1B6E,P61769,Q13241,0
5T6Y,1B6E,P61769,Q13241,0
5TXS,1B6E,P61769,Q13241,0
5V5M,1B6E,P61769,Q13241,0
5VUD,1B6E,P61769,Q13241,0
5VUE,1B6E,P61769,Q13241,0
5VWF,1B6E,P61769,Q13241,0
5VWH,1B6E,P61769,Q13241,0
5W67,1B6E,P61769,Q13241,0
5WMO,1B6E,P61769,Q13241,0
5WMQ,1B6E,P61769,Q13241,0
5WXC,1B6E,P61769,Q13241,0
6AT9,1B6E,P61769,Q13241,0
6C15,1B6E,P61769,Q13241,0
6D2R,1B6E,P61769,Q13241,0
6EI2,1B6E,P61769,Q13241,0
6EWO,1B6E,P61769,Q13241,0
6FGB,1B6E,P61769,Q13241,0
6IEX,1B6E,P61769,Q13241,0
6ILM,1B6E,P61769,Q13241,0
6J2E,1B6E,P61769,Q13241,0
6J2J,1B6E,P61769,Q13241,0
6JP3,1B6E,P61769,Q13241,0
6JTO,1B6E,P61769,Q13241,0
6K7T,1B6E,P61769,Q13241,0
6M2J,1B6E,P61769,Q13241,0
6MT6,1B6E,P61769,Q13241,0
6MTL,1B6E,P61769,Q13241,0
6MTM,1B6E,P61769,Q13241,0
6NUX,1B6E,P61769,Q13241,0
6O4Z,1B6E,P61769,Q13241,0
6O51,1B6E,P61769,Q13241,0
6P27,1B6E,P61769,Q13241,0
6PYJ,1B6E,P61769,Q13241,0
6PYV,1B6E,P61769,Q13241,0
6QIP,1B6E,P61769,Q13241,0
6RPA,1B6E,P61769,Q13241,0
6TDO,1B6E,P61769,Q13241,0
6TDS,1B6E,P61769,Q13241,0
6TRN,1B6E,P61769,Q13241,0
6UJ8,1B6E,P61769,Q13241,0
6UJO,1B6E,P61769,Q13241,0
6ULK,1B6E,P61769,Q13241,0
6UZO,1B6E,P61769,Q13241,0
6V2Q,1B6E,P61769,Q13241,0
6VB2,1B6E,P61769,Q13241,0
6VB4,1B6E,P61769,Q13241,0
6VB7,1B6E,P61769,Q13241,0
6VIU,1B6E,P61769,Q13241,0
6VQ2,1B6E,P61769,Q13241,0
6WNA,1B6E,P61769,Q13241,0
6WZY,1B6E,P61769,Q13241,0
6Y27,1B6E,P61769,Q13241,0
6Y29,1B6E,P61769,Q13241,0
6Y2A,1B6E,P61769,Q13241,0
6ZKW,1B6E,P61769,Q13241,0
7DUU,1B6E,P61769,Q13241,0
7JWI,1B6E,P61769,Q13241,0
7JYU,1B6E,P61769,Q13241,0
7JYV,1B6E,P61769,Q13241,0
7KGQ,1B6E,P61769,Q13241,0
7KGR,1B6E,P61769,Q13241,0
7KP0,1B6E,P61769,Q13241,0
7L1B,1B6E,P61769,Q13241,0
7LFZ,1B6E,P61769,Q13241,0
7LG0,1B6E,P61769,Q13241,0
7LG2,1B6E,P61769,Q13241,0
7MJ7,1B6E,P61769,Q13241,0
7MJA,1B6E,P61769,Q13241,0
7N1B,1B6E,P61769,Q13241,0
7N5C,1B6E,P61769,Q13241,0
7N5P,1B6E,P61769,Q13241,0
7N5Q,1B6E,P61769,Q13241,0
7NUI,1B6E,P61769,Q13241,0
7R7W,1B6E,P61769,Q13241,0
7R7Y,1B6E,P61769,Q13241,0
7R80,1B6E,P61769,Q13241,0
7RTD,1B6E,P61769,Q13241,0
7RYM,1B6E,P61769,Q13241,0
7S7F,1B6E,P61769,Q13241,0
7S8Q,1B6E,P61769,Q13241,0
7S8S,1B6E,P61769,Q13241,0
7SIH,1B6E,P61769,Q13241,0
7SIS,1B6E,P61769,Q13241,0
7STF,1B6E,P61769,Q13241,0
7TLT,1B6E,P61769,Q13241,0
7TUC,1B6E,P61769,Q13241,0
7TUD,1B6E,P61769,Q13241,0
7TUE,1B6E,P61769,Q13241,0
7UM2,1B6E,P61769,Q13241,0
7WKJ,1B6E,P61769,Q13241,0
7WT3,1B6E,P61769,Q13241,0
7XF3,1B6E,P61769,Q13241,0
8A7O,1B6E,P61769,Q13241,0
8DV4,1B6E,P61769,Q13241,0
8DVG,1B6E,P61769,Q13241,0
8E2Z,1B6E,P61769,Q13241,0
8EC5,1B6E,P61769,Q13241,0
8ESA,1B6E,P61769,Q13241,0
8GLE,1B6E,P61769,Q13241,0
8GLH,1B6E,P61769,Q13241,0
8GOM,1B6E,P61769,Q13241,0
8ISN,1B6E,P61769,Q13241,0
8SBK,1B6E,P61769,Q13241,0
1A1O,2GTZ,P61769,Q16655,0
1A1O,3L6F,P61769,Q16655,0
1A1O,3MRP,P61769,Q16655,0
1A1O,3MRQ,P61769,Q16655,0
1AGB,2GTZ,P61769,Q16655,0
1AGB,3L6F,P61769,Q16655,0
1AGB,3MRP,P61769,Q16655,0
1AGB,3MRQ,P61769,Q16655,0
1AKJ,2GTZ,P61769,Q16655,0
1AKJ,3L6F,P61769,Q16655,0
1AKJ,3MRP,P61769,Q16655,0
1AKJ,3MRQ,P61769,Q16655,0
1B0G,2GTZ,P61769,Q16655,0
1B0G,3L6F,P61769,Q16655,0
1B0G,3MRP,P61769,Q16655,0
1B0G,3MRQ,P61769,Q16655,0
1CE6,3L6F,P61769,Q16655,0
1CG9,3L6F,P61769,Q16655,0
1EEZ,2GTZ,P61769,Q16655,0
1EEZ,3L6F,P61769,Q16655,0
1EEZ,3MRP,P61769,Q16655,0
1EEZ,3MRQ,P61769,Q16655,0
1EFX,3L6F,P61769,Q16655,0
1EXU,2GTZ,P61769,Q16655,0
1EXU,3L6F,P61769,Q16655,0
1EXU,3MRP,P61769,Q16655,0
1EXU,3MRQ,P61769,Q16655,0
1HHG,3L6F,P61769,Q16655,0
1HHH,3L6F,P61769,Q16655,0
1HHJ,3L6F,P61769,Q16655,0
1HHK,3L6F,P61769,Q16655,0
1HSA,2GTZ,P61769,Q16655,0
1HSA,3L6F,P61769,Q16655,0
1HSA,3MRP,P61769,Q16655,0
1HSA,3MRQ,P61769,Q16655,0
1HSB,2GTZ,P61769,Q16655,0
1HSB,3L6F,P61769,Q16655,0
1HSB,3MRP,P61769,Q16655,0
1HSB,3MRQ,P61769,Q16655,0
1I4F,3L6F,P61769,Q16655,0
1I7U,2GTZ,P61769,Q16655,0
1I7U,3L6F,P61769,Q16655,0
1I7U,3MRP,P61769,Q16655,0
1I7U,3MRQ,P61769,Q16655,0
1IM9,3L6F,P61769,Q16655,0
1KTL,2GTZ,P61769,Q16655,0
1KTL,3L6F,P61769,Q16655,0
1KTL,3MRP,P61769,Q16655,0
1KTL,3MRQ,P61769,Q16655,0
1M05,3L6F,P61769,Q16655,0
1OF2,3L6F,P61769,Q16655,0
1P7Q,3L6F,P61769,Q16655,0
1QLF,3L6F,P61769,Q16655,0
1QR1,3L6F,P61769,Q16655,0
1QVO,3L6F,P61769,Q16655,0
1SYS,2GTZ,P61769,Q16655,0
1SYS,3L6F,P61769,Q16655,0
1SYS,3MRP,P61769,Q16655,0
1SYS,3MRQ,P61769,Q16655,0
1SYV,2GTZ,P61769,Q16655,0
1SYV,3L6F,P61769,Q16655,0
1SYV,3MRP,P61769,Q16655,0
1SYV,3MRQ,P61769,Q16655,0
1T1W,3L6F,P61769,Q16655,0
1T1Z,2GTZ,P61769,Q16655,0
1T1Z,3L6F,P61769,Q16655,0
1T1Z,3MRP,P61769,Q16655,0
1T1Z,3MRQ,P61769,Q16655,0
1T20,2GTZ,P61769,Q16655,0
1T20,3L6F,P61769,Q16655,0
1T20,3MRP,P61769,Q16655,0
1T20,3MRQ,P61769,Q16655,0
1T21,2GTZ,P61769,Q16655,0
1T21,3L6F,P61769,Q16655,0
1T21,3MRP,P61769,Q16655,0
1T21,3MRQ,P61769,Q16655,0
1TMC,2GTZ,P61769,Q16655,0
1TMC,3L6F,P61769,Q16655,0
1TMC,3MRP,P61769,Q16655,0
1TMC,3MRQ,P61769,Q16655,0
1TVH,3L6F,P61769,Q16655,0
1UQS,2GTZ,P61769,Q16655,0
1UQS,3L6F,P61769,Q16655,0
1UQS,3MRP,P61769,Q16655,0
1UQS,3MRQ,P61769,Q16655,0
1UXS,3L6F,P61769,Q16655,0
1VGK,2GTZ,P61769,Q16655,0
1VGK,3L6F,P61769,Q16655,0
1VGK,3MRP,P61769,Q16655,0
1VGK,3MRQ,P61769,Q16655,0
1W0V,3L6F,P61769,Q16655,0
1W0W,3L6F,P61769,Q16655,0
1XR8,3L6F,P61769,Q16655,0
1XR9,3L6F,P61769,Q16655,0
1ZVS,2GTZ,P61769,Q16655,0
1ZVS,3L6F,P61769,Q16655,0
1ZVS,3MRP,P61769,Q16655,0
1ZVS,3MRQ,P61769,Q16655,0
2A83,3L6F,P61769,Q16655,0
2AV1,3L6F,P61769,Q16655,0
2AXG,3L6F,P61769,Q16655,0
2BSR,3L6F,P61769,Q16655,0
2BSS,2GTZ,P61769,Q16655,0
2BSS,3L6F,P61769,Q16655,0
2BSS,3MRP,P61769,Q16655,0
2BSS,3MRQ,P61769,Q16655,0
2BVO,2GTZ,P61769,Q16655,0
2BVO,3L6F,P61769,Q16655,0
2BVO,3MRP,P61769,Q16655,0
2BVO,3MRQ,P61769,Q16655,0
2BVP,2GTZ,P61769,Q16655,0
2BVP,3L6F,P61769,Q16655,0
2BVP,3MRP,P61769,Q16655,0
2BVP,3MRQ,P61769,Q16655,0
2BVQ,2GTZ,P61769,Q16655,0
2BVQ,3L6F,P61769,Q16655,0
2BVQ,3MRP,P61769,Q16655,0
2BVQ,3MRQ,P61769,Q16655,0
2C7U,3L6F,P61769,Q16655,0
2CII,3L6F,P61769,Q16655,0
2CIK,3L6F,P61769,Q16655,0
2CLR,3L6F,P61769,Q16655,0
2F8O,2GTZ,P61769,Q16655,0
2F8O,3L6F,P61769,Q16655,0
2F8O,3MRP,P61769,Q16655,0
2F8O,3MRQ,P61769,Q16655,0
2FZ3,3L6F,P61769,Q16655,0
2GTZ,2GTZ,P61769,Q16655,0
2GTZ,3L6F,P61769,Q16655,0
2GTZ,3MRP,P61769,Q16655,0
2GTZ,3MRQ,P61769,Q16655,0
2H26,2GTZ,P61769,Q16655,0
2H26,3L6F,P61769,Q16655,0
2H26,3MRP,P61769,Q16655,0
2H26,3MRQ,P61769,Q16655,0
2H6P,3L6F,P61769,Q16655,0
2HJL,2GTZ,P61769,Q16655,0
2HJL,3L6F,P61769,Q16655,0
2HJL,3MRP,P61769,Q16655,0
2HJL,3MRQ,P61769,Q16655,0
2V2W,2GTZ,P61769,Q16655,0
2V2W,3L6F,P61769,Q16655,0
2V2W,3MRP,P61769,Q16655,0
2V2W,3MRQ,P61769,Q16655,0
2XPG,3L6F,P61769,Q16655,0
2YPK,2GTZ,P61769,Q16655,0
2YPK,3L6F,P61769,Q16655,0
2YPK,3MRP,P61769,Q16655,0
2YPK,3MRQ,P61769,Q16655,0
3AM8,3L6F,P61769,Q16655,0
3BGM,2GTZ,P61769,Q16655,0
3BGM,3L6F,P61769,Q16655,0
3BGM,3MRP,P61769,Q16655,0
3BGM,3MRQ,P61769,Q16655,0
3BH8,3L6F,P61769,Q16655,0
3BH9,2GTZ,P61769,Q16655,0
